Comment,Author,Published At,Updated At,Like Count,Cleaned_Tweet,POS_Tags
"Such a BLESSED Find this AM!  Thank you!   What I had watched first was the Harry Belafonte song, &quot;Mary&#39;s Boy Child&quot; w/video.  It provided such solace during this Christmas season; it is the eternal essence of why we believe.   I&#39;ll follow up w/the video link you provide below.",@janemazzola4454,2023-01-05T15:50:34Z,2023-01-05T15:50:34Z,1,Such a BLESSED Find this AM Thank you What I had watched first was the Harry Belafonte song quotMarys Boy Childquot wvideo It provided such solace during this Christmas season it is the eternal essence of why we believe Ill follow up wthe video link you provide below,"[('Such', 'JJ'), ('a', 'DT'), ('BLESSED', 'NNP'), ('Find', 'NNP'), ('this', 'DT'), ('AM', 'NNP'), ('Thank', 'NNP'), ('you', 'PRP'), ('What', 'WP'), ('I', 'PRP'), ('had', 'VBD'), ('watched', 'VBN'), ('first', 'RB'), ('was', 'VBD'), ('the', 'DT'), ('Harry', 'NNP'), ('Belafonte', 'NNP'), ('song', 'NN'), ('quotMarys', 'NN'), ('Boy', 'NNP'), ('Childquot', 'NNP'), ('wvideo', 'VBD'), ('It', 'PRP'), ('provided', 'VBD'), ('such', 'JJ'), ('solace', 'NN'), ('during', 'IN'), ('this', 'DT'), ('Christmas', 'NNP'), ('season', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('the', 'DT'), ('eternal', 'JJ'), ('essence', 'NN'), ('of', 'IN'), ('why', 'WRB'), ('we', 'PRP'), ('believe', 'VBP'), ('Ill', 'NNP'), ('follow', 'VBP'), ('up', 'RP'), ('wthe', 'JJ'), ('video', 'NN'), ('link', 'NN'), ('you', 'PRP'), ('provide', 'VBP'), ('below', 'IN')]"
❤MERRY CHRISTMAS and HAPPY NEW YEAR 2023 💙 ... peace and joy of The Lord be with us 🙏,@langitdewandaru2854,2023-01-01T04:53:44Z,2023-01-01T04:53:44Z,5,MERRY CHRISTMAS and HAPPY NEW YEAR peace and joy of The Lord be with us,"[('MERRY', 'NNP'), ('CHRISTMAS', 'NNP'), ('and', 'CC'), ('HAPPY', 'NNP'), ('NEW', 'NNP'), ('YEAR', 'NNP'), ('peace', 'NN'), ('and', 'CC'), ('joy', 'NN'), ('of', 'IN'), ('The', 'DT'), ('Lord', 'NNP'), ('be', 'VB'), ('with', 'IN'), ('us', 'PRP')]"
"Too many commercials, this is ruined!",@stacieadams6277,2022-12-31T14:09:16Z,2022-12-31T14:09:16Z,0,Too many commercials this is ruined,"[('Too', 'RB'), ('many', 'JJ'), ('commercials', 'NNS'), ('this', 'DT'), ('is', 'VBZ'), ('ruined', 'VBN')]"
I can listen to this ALL day every day all year!,@archangelvvv,2022-12-31T00:19:00Z,2022-12-31T00:19:00Z,36,I can listen to this ALL day every day all year,"[('I', 'PRP'), ('can', 'MD'), ('listen', 'VB'), ('to', 'TO'), ('this', 'DT'), ('ALL', 'NNP'), ('day', 'NN'), ('every', 'DT'), ('day', 'NN'), ('all', 'DT'), ('year', 'NN')]"
I imagine this is what the angels sound like!,@WorthyistheLambRev1,2022-12-28T15:36:44Z,2022-12-28T15:36:44Z,1,I imagine this is what the angels sound like,"[('I', 'PRP'), ('imagine', 'VBP'), ('this', 'DT'), ('is', 'VBZ'), ('what', 'WP'), ('the', 'DT'), ('angels', 'JJ'), ('sound', 'NN'), ('like', 'IN')]"
"I am Gali, in the year 1980 I lost all my hopes, I became a thief  and club dancer. At that time I heard about Christ, the Lord spoke with me though the Scripture.   <br><br> JOHN 14:6  “I AM THE WAY THE TRUTH AND THE LIFE NO MAN COMETH UNTO THE FATHER BUT BY ME.” <br><br>  I surrendered my life to Lord Jesus and confessed that He is the only Lord and died for my sins to deliver me from all my sins (Karma). When I totally surrendered my life to the Lord He has delivered me from evil spirits, which suffered me about 6 years. I became a new person in Christ.    I love Bible so much and started memorizing the scriptures.   <br> <br>By the grace of God I have memorized Five Thousand (5,000) Verses from the Holy Bible. Every week I also remember all the verses. Morning time I remember about 1500 verses for praise, worship and prayer. (Including 100 Psalms). This practice helps me to grow strong in the Lord and also to help others for the glory of the Lord.    John 14:6 is my favorite verse; I preach this word to many unsaved people that they may find the peace in Jesus Christ because He is the Lord of all.  <br><br> <a href=""https://youtu.be/GWViryWWch4"">https://youtu.be/GWViryWWch4</a>",@sisaliceponnuswamyfastingp3414,2022-12-28T13:05:10Z,2022-12-28T13:05:10Z,3,I am Gali in the year I lost all my hopes I became a thief and club dancer At that time I heard about Christ the Lord spoke with me though the Scripture br br JOHN I AM THE WAY THE TRUTH AND THE LIFE NO MAN COMETH UNTO THE FATHER BUT BY ME br br I surrendered my life to Lord Jesus and confessed that He is the only Lord and died for my sins to deliver me from all my sins Karma When I totally surrendered my life to the Lord He has delivered me from evil spirits which suffered me about years I became a new person in Christ I love Bible so much and started memorizing the scriptures br brBy the grace of God I have memorized Five Thousand Verses from the Holy Bible Every week I also remember all the verses Morning time I remember about verses for praise worship and prayer Including Psalms This practice helps me to grow strong in the Lord and also to help others for the glory of the Lord John is my favorite verse I preach this word to many unsaved people that they may find the peace in Jesus Christ because He is the Lord of all br br a href,"[('I', 'PRP'), ('am', 'VBP'), ('Gali', 'NNP'), ('in', 'IN'), ('the', 'DT'), ('year', 'NN'), ('I', 'PRP'), ('lost', 'VBD'), ('all', 'DT'), ('my', 'PRP$'), ('hopes', 'NNS'), ('I', 'PRP'), ('became', 'VBD'), ('a', 'DT'), ('thief', 'NN'), ('and', 'CC'), ('club', 'NN'), ('dancer', 'NN'), ('At', 'IN'), ('that', 'DT'), ('time', 'NN'), ('I', 'PRP'), ('heard', 'VBP'), ('about', 'IN'), ('Christ', 'NNP'), ('the', 'DT'), ('Lord', 'NNP'), ('spoke', 'NN'), ('with', 'IN'), ('me', 'PRP'), ('though', 'IN'), ('the', 'DT'), ('Scripture', 'NNP'), ('br', 'NN'), ('br', 'NN'), ('JOHN', 'NNP'), ('I', 'PRP'), ('AM', 'VBP'), ('THE', 'DT'), ('WAY', 'NNP'), ('THE', 'NNP'), ('TRUTH', 'NNP'), ('AND', 'NNP'), ('THE', 'NNP'), ('LIFE', 'NNP'), ('NO', 'NNP'), ('MAN', 'NNP'), ('COMETH', 'NNP'), ('UNTO', 'NNP'), ('THE', 'NNP'), ('FATHER', 'NNP'), ('BUT', 'NNP'), ('BY', 'NNP'), ('ME', 'NNP'), ('br', 'IN'), ('br', 'NN'), ('I', 'PRP'), ('surrendered', 'VBD'), ('my', 'PRP$'), ('life', 'NN'), ('to', 'TO'), ('Lord', 'NNP'), ('Jesus', 'NNP'), ('and', 'CC'), ('confessed', 'VBD'), ('that', 'IN'), ('He', 'PRP'), ('is', 'VBZ'), ('the', 'DT'), ('only', 'JJ'), ('Lord', 'NNP'), ('and', 'CC'), ('died', 'VBD'), ('for', 'IN'), ('my', 'PRP$'), ('sins', 'NNS'), ('to', 'TO'), ('deliver', 'VB'), ('me', 'PRP'), ('from', 'IN'), ('all', 'DT'), ('my', 'PRP$'), ('sins', 'NNS'), ('Karma', 'NNP'), ('When', 'WRB'), ('I', 'PRP'), ('totally', 'RB'), ('surrendered', 'VBD'), ('my', 'PRP$'), ('life', 'NN'), ('to', 'TO'), ('the', 'DT'), ('Lord', 'NNP'), ('He', 'PRP'), ('has', 'VBZ'), ('delivered', 'VBN'), ('me', 'PRP'), ('from', 'IN'), ('evil', 'JJ'), ('spirits', 'NNS'), ('which', 'WDT'), ('suffered', 'VBD'), ('me', 'PRP'), ('about', 'IN'), ('years', 'NNS'), ('I', 'PRP'), ('became', 'VBD'), ('a', 'DT'), ('new', 'JJ'), ('person', 'NN'), ('in', 'IN'), ('Christ', 'NNP'), ('I', 'PRP'), ('love', 'VBP'), ('Bible', 'NNP'), ('so', 'RB'), ('much', 'RB'), ('and', 'CC'), ('started', 'VBD'), ('memorizing', 'VBG'), ('the', 'DT'), ('scriptures', 'NNS'), ('br', 'VBP'), ('brBy', 'IN'), ('the', 'DT'), ('grace', 'NN'), ('of', 'IN'), ('God', 'NNP'), ('I', 'PRP'), ('have', 'VBP'), ('memorized', 'VBN'), ('Five', 'CD'), ('Thousand', 'NNP'), ('Verses', 'NNS'), ('from', 'IN'), ('the', 'DT'), ('Holy', 'NNP'), ('Bible', 'NNP'), ('Every', 'NNP'), ('week', 'NN'), ('I', 'PRP'), ('also', 'RB'), ('remember', 'VBP'), ('all', 'PDT'), ('the', 'DT'), ('verses', 'NNS'), ('Morning', 'NNP'), ('time', 'NN'), ('I', 'PRP'), ('remember', 'VBP'), ('about', 'IN'), ('verses', 'NNS'), ('for', 'IN'), ('praise', 'NN'), ('worship', 'NN'), ('and', 'CC'), ('prayer', 'NN'), ('Including', 'NNP'), ('Psalms', 'NNP'), ('This', 'DT'), ('practice', 'NN'), ('helps', 'VBZ'), ('me', 'PRP'), ('to', 'TO'), ('grow', 'VB'), ('strong', 'JJ'), ('in', 'IN'), ('the', 'DT'), ('Lord', 'NNP'), ('and', 'CC'), ('also', 'RB'), ('to', 'TO'), ('help', 'VB'), ('others', 'NNS'), ('for', 'IN'), ('the', 'DT'), ('glory', 'NN'), ('of', 'IN'), ('the', 'DT'), ('Lord', 'NNP'), ('John', 'NNP'), ('is', 'VBZ'), ('my', 'PRP$'), ('favorite', 'JJ'), ('verse', 'NN'), ('I', 'PRP'), ('preach', 'VBP'), ('this', 'DT'), ('word', 'NN'), ('to', 'TO'), ('many', 'JJ'), ('unsaved', 'JJ'), ('people', 'NNS'), ('that', 'IN'), ('they', 'PRP'), ('may', 'MD'), ('find', 'VB'), ('the', 'DT'), ('peace', 'NN'), ('in', 'IN'), ('Jesus', 'NNP'), ('Christ', 'NNP'), ('because', 'IN'), ('He', 'PRP'), ('is', 'VBZ'), ('the', 'DT'), ('Lord', 'NNP'), ('of', 'IN'), ('all', 'DT'), ('br', 'NN'), ('br', 'VBD'), ('a', 'DT'), ('href', 'NN')]"
"It is nice. but sadly its only a machine, not real people singing.",@David-Alexander-German,2022-12-27T16:49:21Z,2022-12-27T16:49:21Z,1,It is nice but sadly its only a machine not real people singing,"[('It', 'PRP'), ('is', 'VBZ'), ('nice', 'JJ'), ('but', 'CC'), ('sadly', 'RB'), ('its', 'PRP$'), ('only', 'RB'), ('a', 'DT'), ('machine', 'NN'), ('not', 'RB'), ('real', 'JJ'), ('people', 'NNS'), ('singing', 'VBG')]"
"I am really sorry for this, but this is not a real choir. This is a computer.  I don&#39;t like it at all, it is not physical and has no real music essence and performance.",@user-mc6md1yc2h,2022-12-26T12:49:08Z,2022-12-26T12:49:08Z,0,I am really sorry for this but this is not a real choir This is a computer I dont like it at all it is not physical and has no real music essence and performance,"[('I', 'PRP'), ('am', 'VBP'), ('really', 'RB'), ('sorry', 'JJ'), ('for', 'IN'), ('this', 'DT'), ('but', 'CC'), ('this', 'DT'), ('is', 'VBZ'), ('not', 'RB'), ('a', 'DT'), ('real', 'JJ'), ('choir', 'NN'), ('This', 'DT'), ('is', 'VBZ'), ('a', 'DT'), ('computer', 'NN'), ('I', 'PRP'), ('dont', 'VBP'), ('like', 'IN'), ('it', 'PRP'), ('at', 'IN'), ('all', 'DT'), ('it', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('physical', 'JJ'), ('and', 'CC'), ('has', 'VBZ'), ('no', 'DT'), ('real', 'JJ'), ('music', 'NN'), ('essence', 'NN'), ('and', 'CC'), ('performance', 'NN')]"
"- très joli, merci !",@alaing6463,2022-12-26T09:47:31Z,2022-12-26T09:47:31Z,4,trs joli merci,"[('trs', 'NN'), ('joli', 'NN'), ('merci', 'NN')]"
The voices are so rich and what a wondrous blend of harmony!,@georgesims4372,2022-12-26T07:33:35Z,2022-12-26T07:33:35Z,34,The voices are so rich and what a wondrous blend of harmony,"[('The', 'DT'), ('voices', 'NNS'), ('are', 'VBP'), ('so', 'RB'), ('rich', 'JJ'), ('and', 'CC'), ('what', 'WP'), ('a', 'DT'), ('wondrous', 'JJ'), ('blend', 'NN'), ('of', 'IN'), ('harmony', 'NN')]"
"What beautiful Christmas music as we are celebrating the birth of Jesus Christ our Lord and Savior who came into this world, the perfect gift of God to mankind, giving eternal life to those who believe on Him, repent and ask for forgiveness of their sins. Glory, Honor and Praise be to Him forever and ever, Amen! <br>Wishing everyone a BLESSED CHRISTMAS and PEACE ON EARTH ❤️❤️❤️",@gj9736,2022-12-26T04:16:24Z,2022-12-26T04:24:31Z,10,What beautiful Christmas music as we are celebrating the birth of Jesus Christ our Lord and Savior who came into this world the perfect gift of God to mankind giving eternal life to those who believe on Him repent and ask for forgiveness of their sins Glory Honor and Praise be to Him forever and ever Amen brWishing everyone a BLESSED CHRISTMAS and PEACE ON EARTH,"[('What', 'WP'), ('beautiful', 'JJ'), ('Christmas', 'NNP'), ('music', 'NN'), ('as', 'IN'), ('we', 'PRP'), ('are', 'VBP'), ('celebrating', 'VBG'), ('the', 'DT'), ('birth', 'NN'), ('of', 'IN'), ('Jesus', 'NNP'), ('Christ', 'NNP'), ('our', 'PRP$'), ('Lord', 'NNP'), ('and', 'CC'), ('Savior', 'NNP'), ('who', 'WP'), ('came', 'VBD'), ('into', 'IN'), ('this', 'DT'), ('world', 'NN'), ('the', 'DT'), ('perfect', 'JJ'), ('gift', 'NN'), ('of', 'IN'), ('God', 'NNP'), ('to', 'TO'), ('mankind', 'VB'), ('giving', 'VBG'), ('eternal', 'JJ'), ('life', 'NN'), ('to', 'TO'), ('those', 'DT'), ('who', 'WP'), ('believe', 'VBP'), ('on', 'IN'), ('Him', 'NNP'), ('repent', 'NN'), ('and', 'CC'), ('ask', 'VB'), ('for', 'IN'), ('forgiveness', 'NN'), ('of', 'IN'), ('their', 'PRP$'), ('sins', 'NNS'), ('Glory', 'NNP'), ('Honor', 'NNP'), ('and', 'CC'), ('Praise', 'NNP'), ('be', 'VB'), ('to', 'TO'), ('Him', 'NNP'), ('forever', 'RB'), ('and', 'CC'), ('ever', 'RB'), ('Amen', 'NNP'), ('brWishing', 'VBG'), ('everyone', 'NN'), ('a', 'DT'), ('BLESSED', 'NNP'), ('CHRISTMAS', 'NNP'), ('and', 'CC'), ('PEACE', 'NNP'), ('ON', 'NNP'), ('EARTH', 'NNP')]"
"Very, very good. So beautiful,  so wonderful. Thank you.",@zuzannawisniewska4464,2022-12-25T15:31:28Z,2022-12-25T15:31:28Z,3,Very very good So beautiful so wonderful Thank you,"[('Very', 'RB'), ('very', 'RB'), ('good', 'JJ'), ('So', 'NNP'), ('beautiful', 'JJ'), ('so', 'RB'), ('wonderful', 'JJ'), ('Thank', 'NNP'), ('you', 'PRP')]"
Me too just 72 but agree with you,@jurajlenda,2022-12-25T14:32:20Z,2022-12-25T14:32:20Z,0,Me too just but agree with you,"[('Me', 'NNP'), ('too', 'RB'), ('just', 'RB'), ('but', 'CC'), ('agree', 'VBP'), ('with', 'IN'), ('you', 'PRP')]"
"Thank YOU for these wonderful play list. Remembering old days my late father was song leader so did his 2 other sisters. I always accompanied him as eldest of 9 and when my siblings were grown up always with Mom &amp; Dad attending church. X&#39;mas and Sunday&#39;s service were always a joy, bit sad missing those occasions with them.<br>Merry Christmas everyone in this global world. Jesus loves YOU all🌲🥰",@ericatupamahu4660,2022-12-25T14:22:00Z,2022-12-25T14:22:00Z,14,Thank YOU for these wonderful play list Remembering old days my late father was song leader so did his other sisters I always accompanied him as eldest of and when my siblings were grown up always with Mom amp Dad attending church Xmas and Sundays service were always a joy bit sad missing those occasions with thembrMerry Christmas everyone in this global world Jesus loves YOU all,"[('Thank', 'NNP'), ('YOU', 'NNP'), ('for', 'IN'), ('these', 'DT'), ('wonderful', 'JJ'), ('play', 'NN'), ('list', 'NN'), ('Remembering', 'NNP'), ('old', 'JJ'), ('days', 'NNS'), ('my', 'PRP$'), ('late', 'JJ'), ('father', 'NN'), ('was', 'VBD'), ('song', 'JJ'), ('leader', 'NN'), ('so', 'RB'), ('did', 'VBD'), ('his', 'PRP$'), ('other', 'JJ'), ('sisters', 'NNS'), ('I', 'PRP'), ('always', 'RB'), ('accompanied', 'VBD'), ('him', 'PRP'), ('as', 'IN'), ('eldest', 'NN'), ('of', 'IN'), ('and', 'CC'), ('when', 'WRB'), ('my', 'PRP$'), ('siblings', 'NNS'), ('were', 'VBD'), ('grown', 'VBN'), ('up', 'RP'), ('always', 'RB'), ('with', 'IN'), ('Mom', 'NNP'), ('amp', 'VBP'), ('Dad', 'NNP'), ('attending', 'VBG'), ('church', 'NN'), ('Xmas', 'NNP'), ('and', 'CC'), ('Sundays', 'NNP'), ('service', 'NN'), ('were', 'VBD'), ('always', 'RB'), ('a', 'DT'), ('joy', 'NN'), ('bit', 'NN'), ('sad', 'JJ'), ('missing', 'VBG'), ('those', 'DT'), ('occasions', 'NNS'), ('with', 'IN'), ('thembrMerry', 'JJ'), ('Christmas', 'NNP'), ('everyone', 'NN'), ('in', 'IN'), ('this', 'DT'), ('global', 'JJ'), ('world', 'NN'), ('Jesus', 'NNP'), ('loves', 'VBZ'), ('YOU', 'NNP'), ('all', 'DT')]"
So beautiful! Thank you and blessed Christmas to you.,@shcheah2002,2022-12-25T14:14:58Z,2022-12-25T14:14:58Z,13,So beautiful Thank you and blessed Christmas to you,"[('So', 'RB'), ('beautiful', 'JJ'), ('Thank', 'NNP'), ('you', 'PRP'), ('and', 'CC'), ('blessed', 'VBD'), ('Christmas', 'NNP'), ('to', 'TO'), ('you', 'PRP')]"
"A beautiful set of carols that take me back to my childhood, but we also sing them now, because the tradition must be preserved.",@zuzannawisniewska4464,2022-12-25T13:09:09Z,2022-12-25T13:09:09Z,49,A beautiful set of carols that take me back to my childhood but we also sing them now because the tradition must be preserved,"[('A', 'DT'), ('beautiful', 'JJ'), ('set', 'NN'), ('of', 'IN'), ('carols', 'NNS'), ('that', 'WDT'), ('take', 'VBP'), ('me', 'PRP'), ('back', 'RB'), ('to', 'TO'), ('my', 'PRP$'), ('childhood', 'NN'), ('but', 'CC'), ('we', 'PRP'), ('also', 'RB'), ('sing', 'VBG'), ('them', 'PRP'), ('now', 'RB'), ('because', 'IN'), ('the', 'DT'), ('tradition', 'NN'), ('must', 'MD'), ('be', 'VB'), ('preserved', 'VBN')]"
Absolutely gorgeous 💖🌟☃️🎄🇨🇦,@shelleylund612,2022-12-25T08:50:58Z,2022-12-25T08:50:58Z,12,Absolutely gorgeous,"[('Absolutely', 'RB'), ('gorgeous', 'JJ')]"
✨💛✨Beautiful!✨🎶✨🕊✨ 🎶✨🎶,@luvit8124,2022-12-25T07:27:27Z,2022-12-25T07:27:27Z,3,Beautiful,"[('Beautiful', 'JJ')]"
This is beautiful no matter the language. I try to remember the words and the music tells me what they are singing. Lovely😊,@lindacnickerson5863,2022-12-25T06:19:47Z,2022-12-25T06:19:47Z,18,This is beautiful no matter the language I try to remember the words and the music tells me what they are singing Lovely,"[('This', 'DT'), ('is', 'VBZ'), ('beautiful', 'JJ'), ('no', 'DT'), ('matter', 'NN'), ('the', 'DT'), ('language', 'NN'), ('I', 'PRP'), ('try', 'VBP'), ('to', 'TO'), ('remember', 'VB'), ('the', 'DT'), ('words', 'NNS'), ('and', 'CC'), ('the', 'DT'), ('music', 'NN'), ('tells', 'VBZ'), ('me', 'PRP'), ('what', 'WP'), ('they', 'PRP'), ('are', 'VBP'), ('singing', 'VBG'), ('Lovely', 'RB')]"
"This is not real. This &quot;music&quot; is not made by real people, BUT rather machines/AI.<br>It is computer generated.....sadly.<br>This genre of&quot;music&quot; has become rather deceptive.....as it is not real &quot;singers&quot; nor &quot;musicians&quot;.<br>Listen to any given track from this channel......it ALL sounds the same.<br>I liken it to &quot;CGI in the form of sound&quot;, not visual.",@FordSeniorMaster,2022-12-25T06:14:18Z,2022-12-25T06:14:18Z,1,This is not real This quotmusicquot is not made by real people BUT rather machinesAIbrIt is computer generatedsadlybrThis genre ofquotmusicquot has become rather deceptiveas it is not real quotsingersquot nor quotmusiciansquotbrListen to any given track from this channelit ALL sounds the samebrI liken it to quotCGI in the form of soundquot not visual,"[('This', 'DT'), ('is', 'VBZ'), ('not', 'RB'), ('real', 'JJ'), ('This', 'DT'), ('quotmusicquot', 'NN'), ('is', 'VBZ'), ('not', 'RB'), ('made', 'VBN'), ('by', 'IN'), ('real', 'JJ'), ('people', 'NNS'), ('BUT', 'NNP'), ('rather', 'RB'), ('machinesAIbrIt', 'NN'), ('is', 'VBZ'), ('computer', 'NN'), ('generatedsadlybrThis', 'NN'), ('genre', 'NN'), ('ofquotmusicquot', 'NN'), ('has', 'VBZ'), ('become', 'VBN'), ('rather', 'RB'), ('deceptiveas', 'JJ'), ('it', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('real', 'JJ'), ('quotsingersquot', 'NNS'), ('nor', 'CC'), ('quotmusiciansquotbrListen', 'JJ'), ('to', 'TO'), ('any', 'DT'), ('given', 'VBN'), ('track', 'NN'), ('from', 'IN'), ('this', 'DT'), ('channelit', 'NN'), ('ALL', 'NNP'), ('sounds', 'VBZ'), ('the', 'DT'), ('samebrI', 'NN'), ('liken', 'VBZ'), ('it', 'PRP'), ('to', 'TO'), ('quotCGI', 'VB'), ('in', 'IN'), ('the', 'DT'), ('form', 'NN'), ('of', 'IN'), ('soundquot', 'NN'), ('not', 'RB'), ('visual', 'JJ')]"
BBN-Un oasis en el desierto Que el  que no naciere  de nuevo no puede ver el reino de Dios Juana 3-3,@TRACTS4JESUS,2022-12-24T21:40:18Z,2022-12-24T21:40:18Z,1,BBNUn oasis en el desierto Que el que no naciere de nuevo no puede ver el reino de Dios Juana,"[('BBNUn', 'NNP'), ('oasis', 'NN'), ('en', 'NN'), ('el', 'NN'), ('desierto', 'NN'), ('Que', 'NNP'), ('el', 'NN'), ('que', 'NN'), ('no', 'DT'), ('naciere', 'FW'), ('de', 'FW'), ('nuevo', 'FW'), ('no', 'DT'), ('puede', 'NN'), ('ver', 'RB'), ('el', 'JJ'), ('reino', 'NN'), ('de', 'IN'), ('Dios', 'NNP'), ('Juana', 'NNP')]"
Love listening to this choir singing. What language are they singing in?,@leonamartin3466,2022-12-24T21:04:51Z,2022-12-24T21:04:51Z,4,Love listening to this choir singing What language are they singing in,"[('Love', 'VB'), ('listening', 'NN'), ('to', 'TO'), ('this', 'DT'), ('choir', 'NN'), ('singing', 'VBG'), ('What', 'WP'), ('language', 'NN'), ('are', 'VBP'), ('they', 'PRP'), ('singing', 'VBG'), ('in', 'IN')]"
I am 93 years old and still enjoying alone.,@user-hh9lf8rw3l,2022-12-24T15:46:37Z,2022-12-24T15:46:37Z,301,I am years old and still enjoying alone,"[('I', 'PRP'), ('am', 'VBP'), ('years', 'NNS'), ('old', 'JJ'), ('and', 'CC'), ('still', 'RB'), ('enjoying', 'VBG'), ('alone', 'RB')]"
Красно дякую!,@9boh6dan3,2022-12-24T14:17:52Z,2022-12-24T14:17:52Z,5,,[]
"Lindas músicas, um misto de paz , harmonia e gratidão.",@socorrodasilva4372,2022-12-24T13:24:41Z,2022-12-24T13:24:41Z,10,Lindas msicas um misto de paz harmonia e gratido,"[('Lindas', 'NNP'), ('msicas', 'NN'), ('um', 'JJ'), ('misto', 'NN'), ('de', 'IN'), ('paz', 'FW'), ('harmonia', 'NN'), ('e', 'NN'), ('gratido', 'NN')]"
Lindíssimo! Nos contata com as Hostes Celestiais! Feliz Natal 🎁🎄 ❤,@claudiabenini9144,2022-12-24T12:04:13Z,2022-12-24T12:04:13Z,7,Lindssimo Nos contata com as Hostes Celestiais Feliz Natal,"[('Lindssimo', 'NNP'), ('Nos', 'NNP'), ('contata', 'NN'), ('com', 'NN'), ('as', 'IN'), ('Hostes', 'NNP'), ('Celestiais', 'NNP'), ('Feliz', 'NNP'), ('Natal', 'NNP')]"
thank for singing such wonderful music .may all be blessed who hear this. praise GODs  holy name ! joy is for us all to have! amen!,@deborahautry8922,2022-12-24T09:45:52Z,2022-12-24T09:45:52Z,17,thank for singing such wonderful music may all be blessed who hear this praise GODs holy name joy is for us all to have amen,"[('thank', 'NN'), ('for', 'IN'), ('singing', 'VBG'), ('such', 'JJ'), ('wonderful', 'JJ'), ('music', 'NN'), ('may', 'MD'), ('all', 'DT'), ('be', 'VB'), ('blessed', 'VBN'), ('who', 'WP'), ('hear', 'VBP'), ('this', 'DT'), ('praise', 'NN'), ('GODs', 'NNP'), ('holy', 'NN'), ('name', 'NN'), ('joy', 'NN'), ('is', 'VBZ'), ('for', 'IN'), ('us', 'PRP'), ('all', 'DT'), ('to', 'TO'), ('have', 'VB'), ('amen', 'NNS')]"
This music is the kind of music that makes me,@Stacyohama,2022-12-24T00:37:54Z,2022-12-24T00:37:54Z,4,This music is the kind of music that makes me,"[('This', 'DT'), ('music', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('kind', 'NN'), ('of', 'IN'), ('music', 'NN'), ('that', 'WDT'), ('makes', 'VBZ'), ('me', 'PRP')]"
"Silent Night - transcends all languages and cultures and was able to stop war in 1914 on Christmas Eve as soldiers singing from both sides came together to exchange peace and glad tidings if only temporarily. When men who are ordered to fight and kill, come together like that they see humanity and long for peace...and the Commanders know it. Soldiers long for the peace and love brought to the world by a little babe 2000 years ago who was born in a manger at midnight in Bethlehem in piercing cold. Peace on earth, good will t&#39;ward men. God bless.",@user-mq9co4tl1w,2022-12-23T17:54:27Z,2022-12-23T17:54:27Z,49,Silent Night transcends all languages and cultures and was able to stop war in on Christmas Eve as soldiers singing from both sides came together to exchange peace and glad tidings if only temporarily When men who are ordered to fight and kill come together like that they see humanity and long for peaceand the Commanders know it Soldiers long for the peace and love brought to the world by a little babe years ago who was born in a manger at midnight in Bethlehem in piercing cold Peace on earth good will tward men God bless,"[('Silent', 'JJ'), ('Night', 'NNP'), ('transcends', 'VBZ'), ('all', 'DT'), ('languages', 'NNS'), ('and', 'CC'), ('cultures', 'NNS'), ('and', 'CC'), ('was', 'VBD'), ('able', 'JJ'), ('to', 'TO'), ('stop', 'VB'), ('war', 'NN'), ('in', 'IN'), ('on', 'IN'), ('Christmas', 'NNP'), ('Eve', 'NNP'), ('as', 'IN'), ('soldiers', 'NNS'), ('singing', 'VBG'), ('from', 'IN'), ('both', 'DT'), ('sides', 'NNS'), ('came', 'VBD'), ('together', 'RB'), ('to', 'TO'), ('exchange', 'VB'), ('peace', 'NN'), ('and', 'CC'), ('glad', 'JJ'), ('tidings', 'NNS'), ('if', 'IN'), ('only', 'RB'), ('temporarily', 'RB'), ('When', 'WRB'), ('men', 'NNS'), ('who', 'WP'), ('are', 'VBP'), ('ordered', 'VBN'), ('to', 'TO'), ('fight', 'VB'), ('and', 'CC'), ('kill', 'VB'), ('come', 'VB'), ('together', 'RB'), ('like', 'IN'), ('that', 'DT'), ('they', 'PRP'), ('see', 'VBP'), ('humanity', 'NN'), ('and', 'CC'), ('long', 'RB'), ('for', 'IN'), ('peaceand', 'NN'), ('the', 'DT'), ('Commanders', 'NNPS'), ('know', 'VBP'), ('it', 'PRP'), ('Soldiers', 'NNP'), ('long', 'RB'), ('for', 'IN'), ('the', 'DT'), ('peace', 'NN'), ('and', 'CC'), ('love', 'VB'), ('brought', 'NN'), ('to', 'TO'), ('the', 'DT'), ('world', 'NN'), ('by', 'IN'), ('a', 'DT'), ('little', 'JJ'), ('babe', 'NN'), ('years', 'NNS'), ('ago', 'IN'), ('who', 'WP'), ('was', 'VBD'), ('born', 'VBN'), ('in', 'IN'), ('a', 'DT'), ('manger', 'NN'), ('at', 'IN'), ('midnight', 'NN'), ('in', 'IN'), ('Bethlehem', 'NNP'), ('in', 'IN'), ('piercing', 'VBG'), ('cold', 'JJ'), ('Peace', 'NN'), ('on', 'IN'), ('earth', 'NN'), ('good', 'JJ'), ('will', 'MD'), ('tward', 'VB'), ('men', 'NNS'), ('God', 'NNP'), ('bless', 'NN')]"
